day,weight,calorie_intake,steps,sports_duration,tdee,calorie_balance,activity_factor,person_id,age,gender,height,initial_weight,sports_intensity
13,63.8324022335242,1918.1684534152519,6333,18.810224974628007,2306.358616657969,-388.19016324271706,1.6924503749577133,1,56,male,163.29007295502,64.02732252378809,light
14,63.83521525210764,2310.244530086877,6201,13.62433770287099,2288.584286994426,21.66024309245131,1.6794072295047848,1,56,male,163.29007295502,64.02732252378809,light
15,63.807770208424785,2048.7710025647625,5270,19.701995144713162,2260.09783892274,-211.3268363579773,1.6585033252411885,1,56,male,163.29007295502,64.02732252378809,light
16,63.793600095775034,2026.4531649321468,3175,6.770371324709137,2135.563032335206,-109.1098674030593,1.5671172855411817,1,56,male,163.29007295502,64.02732252378809,light
17,63.75350995612817,1959.7092051901325,5988,8.99881093068278,2268.4032804709773,-308.6940752808448,1.6645980182178046,1,56,male,163.29007295502,64.02732252378809,light
18,63.73942662733266,2244.4737636485415,7653,12.908781537051564,2352.915395373935,-108.44163172539356,1.7266146358950858,1,56,male,163.29007295502,64.02732252378809,light
19,63.736771006845494,2208.9227964936754,4795,15.67326010116546,2229.37107424488,-20.44827775120484,1.6359554335019424,1,56,male,163.29007295502,64.02732252378809,light
20,63.658259024467995,1743.294744411342,7478,14.17281077227186,2347.8370087180647,-604.5422643067227,1.7228880179537864,1,56,male,163.29007295502,64.02732252378809,light
21,63.59934261800058,2035.1530221865698,10388,18.041743200757338,2488.8093519857125,-453.65632979914267,1.826336238667929,1,56,male,163.29007295502,64.02732252378809,light
22,63.5795029795356,2110.3275686681445,5583,14.760644547742665,2263.0927848485094,-152.76521618036486,1.6607010742462376,1,56,male,163.29007295502,64.02732252378809,light
23,63.54854676609973,1968.59053743795,4653,8.642939004568571,2206.9533808941114,-238.3628434561615,1.6195048983409477,1,56,male,163.29007295502,64.02732252378809,light
24,63.52935247429858,2183.444737924724,7239,11.645633510001788,2331.240784793621,-147.79604686889706,1.7107093891833363,1,56,male,163.29007295502,64.02732252378809,light
25,63.49680105566427,2135.088461096243,8290,14.618705374661527,2385.7343845803944,-250.64592348415135,1.7506978422911026,1,56,male,163.29007295502,64.02732252378809,light
26,63.48939284534824,2306.208953699562,7850,13.519977504884844,2363.252173133001,-57.04321943343939,1.7341999625081415,1,56,male,163.29007295502,64.02732252378809,light
27,63.4750408090257,2139.9760533895724,5320,14.470306391357804,2250.486733073172,-110.51067968359985,1.651450510652263,1,56,male,163.29007295502,64.02732252378809,light
28,63.45647688285847,2061.024775404992,4034,19.708063747449557,2203.9670068926853,-142.94223148769333,1.6173134395790827,1,56,male,163.29007295502,64.02732252378809,light
29,63.47293674410745,2322.075206450073,4147,13.647144712742591,2195.3342748328805,126.74093161719247,1.6109785745212377,1,56,male,163.29007295502,64.02732252378809,light
30,63.48876556797443,2414.247493376976,6673,5.849195701224272,2292.3655496012248,121.8819437757511,1.6821819928353736,1,56,male,163.29007295502,64.02732252378809,light
1,53.01951397679406,1933.1460505344214,5537,8.66223873695092,1882.0234042591273,51.12264627529407,1.6345666666666667,2,46,female,165.61531941010784,53.01287467208298,none
2,53.05480320740305,2126.0787448407336,4816,17.919401015609488,1854.3516691515385,271.7270756891951,1.6105333333333334,2,46,female,165.61531941010784,53.01287467208298,none
3,53.04511498852645,1829.185386324047,6104,3.692884315359734,1903.784671673833,-74.59928534978599,1.6534666666666666,2,46,female,165.61531941010784,53.01287467208298,none
4,53.078264574628406,2180.375575809849,6660,16.713643895044353,1925.1237628247613,255.25181298508778,1.672,2,46,female,165.61531941010784,53.01287467208298,none
5,53.082940119786045,1865.9822825473152,4181,10.957773795585595,1829.9805848334818,36.00169771383344,1.5893666666666666,2,46,female,165.61531941010784,53.01287467208298,none
6,53.10606113028486,1956.1614445503967,2830,7.905664420540909,1778.1296637095534,178.03178084084334,1.5443333333333333,2,46,female,165.61531941010784,53.01287467208298,none
7,53.121294397331084,1899.64758260327,2940,7.380674326006551,1782.3514263473269,117.29615625594306,1.548,2,46,female,165.61531941010784,53.01287467208298,none
8,53.13601178627137,1977.5775163602939,5074,13.981259820162457,1864.2536215201346,113.32389484015926,1.6191333333333333,2,46,female,165.61531941010784,53.01287467208298,none
9,53.142909866661725,1961.505449920793,6224,12.614445088618936,1908.3902309150405,53.11521900575235,1.6574666666666666,2,46,female,165.61531941010784,53.01287467208298,none
10,53.18241375477829,2120.2287066263493,3818,17.187073878983345,1816.048768128829,304.1799384975204,1.5772666666666666,2,46,female,165.61531941010784,53.01287467208298,none
11,53.225434523104816,2154.9462366514495,4017,4.318345860828938,1823.6863205371646,331.2599161142848,1.5838999999999999,2,46,female,165.61531941010784,53.01287467208298,none
12,53.21787413131243,1889.4759863052607,7248,18.400973834295527,1947.6910031066784,-58.21501680141773,1.6916,2,46,female,165.61531941010784,53.01287467208298,none
13,53.23182923390958,2001.6440465860742,5854,11.383578617021605,1894.1897565879838,107.45428999809042,1.6451333333333333,2,46,female,165.61531941010784,53.01287467208298,none
14,53.247310172537944,1885.550335422559,2523,16.192220831887912,1766.3471079841306,119.20322743842848,1.5341,2,46,female,165.61531941010784,53.01287467208298,none
15,53.27604575213849,2016.0120195624434,3263,8.624312843695838,1794.748056638244,221.2639629241994,1.5587666666666666,2,46,female,165.61531941010784,53.01287467208298,none
16,53.27376132043772,1916.5528589095425,6895,4.084156946956702,1934.1429830054594,-17.590124095916963,1.6798333333333333,2,46,female,165.61531941010784,53.01287467208298,none
17,53.2810862659549,1991.4277956756239,6918,0.0,1935.0257151933574,56.402080482266456,1.6805999999999999,2,46,female,165.61531941010784,53.01287467208298,none
18,53.29830536408573,2018.0646292974343,5627,17.42404751973087,1885.4775736900328,132.58705560740145,1.6375666666666666,2,46,female,165.61531941010784,53.01287467208298,none
19,53.299486431528535,1941.7787752220186,6857,15.368562508556266,1932.6845559124104,9.094219309608206,1.6785666666666665,2,46,female,165.61531941010784,53.01287467208298,none
20,53.33340030978389,2026.4860993814584,2497,13.178947778222906,1765.3492368152022,261.13686256625624,1.5332333333333332,2,46,female,165.61531941010784,53.01287467208298,none
21,53.30304015267455,1683.4443430520942,6454,10.96945632320758,1917.2175527940217,-233.77320974192753,1.6651333333333334,2,46,female,165.61531941010784,53.01287467208298,none
22,53.300596523596994,1897.4421173882884,6429,8.240877093641918,1916.2580612854367,-18.815943897148372,1.6643,2,46,female,165.61531941010784,53.01287467208298,none
23,53.292278209205044,1786.7313399216046,4723,11.366829636779933,1850.7823607396026,-64.05102081799805,1.6074333333333333,2,46,female,165.61531941010784,53.01287467208298,none
24,53.306029052505146,1891.3416722459096,3021,8.711401347421845,1785.460178835142,105.88149341076769,1.5507,2,46,female,165.61531941010784,53.01287467208298,none
25,53.319169719086055,1966.8951812862083,5112,8.978769873188352,1865.712048613184,101.18313267302437,1.6204,2,46,female,165.61531941010784,53.01287467208298,none
26,53.314470557847166,1775.067769046452,3693,2.307384267967212,1811.2513105859043,-36.183541539452335,1.5731,2,46,female,165.61531941010784,53.01287467208298,none
27,53.31070404190011,1859.1619771217386,5697,16.10787072479972,1888.1641499140705,-29.002172792331976,1.6399,2,46,female,165.61531941010784,53.01287467208298,none
28,53.29260271566657,1722.5322502409017,5013,11.033933208612089,1861.9124622391876,-139.38021199828586,1.6171,2,46,female,165.61531941010784,53.01287467208298,none
29,53.28012327668905,1837.3604689923734,6877,17.34483398326417,1933.4521491192784,-96.09168012690498,1.6792333333333334,2,46,female,165.61531941010784,53.01287467208298,none
30,53.29232003858052,1887.5117333922847,3233,12.337023035257996,1793.5966668279418,93.91506656434285,1.5577666666666665,2,46,female,165.61531941010784,53.01287467208298,none
1,53.736067209843235,1775.572463615828,1316,17.874367305678124,1829.986045695415,-54.41358207958706,1.553447891018927,3,26,female,157.08243972280923,53.743133908814606,moderate
2,53.764531186923655,2206.9338527889067,4423,26.98426814509742,1987.761229269665,219.17262351924182,1.6873808938169914,3,26,female,157.08243972280923,53.743133908814606,moderate
3,53.77304010043741,2018.5932268813037,4816,14.220777470513664,1953.074592825392,65.51863405591166,1.6579359249017123,3,26,female,157.08243972280923,53.743133908814606,moderate
4,53.78392770363647,1979.3185746588845,2400,23.71444623806755,1895.484030026149,83.83454463273551,1.609048154126892,3,26,female,157.08243972280923,53.743133908814606,moderate
5,53.76350092561557,1909.1593347118196,6035,30.902446187036485,2066.4455254727745,-157.28619076095492,1.7541748206234549,3,26,female,157.08243972280923,53.743133908814606,moderate
6,53.74540125332755,1874.8297347673888,4820,29.74660155729463,2014.1972113851405,-139.36747661775166,1.709822005190982,3,26,female,157.08243972280923,53.743133908814606,moderate
7,53.73694032365935,1837.8187151682996,3749,12.130323236105536,1902.9678736134474,-65.1491584451478,1.615401077453685,3,26,female,157.08243972280923,53.743133908814606,moderate
8,53.75344041766425,2022.828273214748,3324,14.549195499290837,1895.777549376997,127.05072383775087,1.6092973183309693,3,26,female,157.08243972280923,53.743133908814606,moderate
9,53.750394242299656,1783.0827782761774,631,18.753041986177006,1806.5383285835408,-23.45555030736341,1.5335434732872566,3,26,female,157.08243972280923,53.743133908814606,moderate
10,53.74369056201617,1967.0683572242974,5787,21.219918387854527,2018.6866954071656,-51.61833818286823,1.7136330612928485,3,26,female,157.08243972280923,53.743133908814606,moderate
11,53.73821012293639,1922.309868082236,4444,20.8527902514951,1964.509248996548,-42.19938091431186,1.6676426341716502,3,26,female,157.08243972280923,53.743133908814606,moderate
12,53.72836384563983,1857.8561792094872,5122,6.219736871915602,1933.6725143930128,-75.81633518352555,1.641465789573052,3,26,female,157.08243972280923,53.743133908814606,moderate
13,53.68918778923483,1729.9137695919824,6057,21.800700184329244,2031.5694039104683,-301.6556343184859,1.7245690006144307,3,26,female,157.08243972280923,53.743133908814606,moderate
14,53.692182954355744,1983.1407738024623,4426,19.904304478519634,1960.078002371433,23.062771431029205,1.6638810149283987,3,26,female,157.08243972280923,53.743133908814606,moderate
15,53.70547470105622,1997.0357465763561,3075,16.762055125872607,1894.6892969826808,102.34644959367529,1.608373517086242,3,26,female,157.08243972280923,53.743133908814606,moderate
16,53.72139660865242,2049.1693074434456,2501,30.621128901390186,1926.5706189527048,122.59868849074087,1.6354370963379672,3,26,female,157.08243972280923,53.743133908814606,moderate
17,53.682121801150565,1742.0611408832258,6482,20.83786039320056,2044.4771586474792,-302.4160177642534,1.7355262013106685,3,26,female,157.08243972280923,53.743133908814606,moderate
18,53.64234337492442,1617.263818307276,3544,19.42384236096266,1923.5577002485543,-306.2938819412782,1.6328794745365423,3,26,female,157.08243972280923,53.743133908814606,moderate
19,53.66128818006712,2034.1048198822566,2361,22.257049064920416,1888.2298202835032,145.87499959875345,1.6028901635497346,3,26,female,157.08243972280923,53.743133908814606,moderate
20,53.66583426794059,2095.5913200091195,7067,19.090339937952127,2060.586443383388,35.00487662573141,1.7492011331265072,3,26,female,157.08243972280923,53.743133908814606,moderate
21,53.654761985506624,1787.100608925701,2005,21.77483563911791,1872.357183667223,-85.25657474152194,1.5894161187970597,3,26,female,157.08243972280923,53.743133908814606,moderate
22,53.630025759160205,1741.586211756092,2881,28.21785108805191,1932.0551546234992,-190.46894286740712,1.640092836960173,3,26,female,157.08243972280923,53.743133908814606,moderate
23,53.60801088900328,1802.025336940621,3486,32.22323871369972,1971.5398371489068,-169.51450020828588,1.6736107957123325,3,26,female,157.08243972280923,53.743133908814606,moderate
24,53.59433290786858,1836.4612514694334,3009,29.414868507803867,1941.7817062065874,-105.32045473715402,1.6483495616926795,3,26,female,157.08243972280923,53.743133908814606,moderate
25,53.58031243265574,1904.5470318266496,5340,24.115574946596897,2012.5046909655405,-107.9576591388909,1.7083852498219896,3,26,female,157.08243972280923,53.743133908814606,moderate
26,53.56165558405424,1822.7753145155532,4868,17.102715735721965,1966.4330487470882,-143.65773423153496,1.6692757191190732,3,26,female,157.08243972280923,53.743133908814606,moderate
27,53.563289356206226,1977.9517849005224,3913,26.38243680995422,1965.3717393302313,12.580045570291077,1.6683747893665142,3,26,female,157.08243972280923,53.743133908814606,moderate
28,53.544954594910486,1813.0799259763116,3557,27.112045552508697,1954.2575879535234,-141.17766197721176,1.6589401518416957,3,26,female,157.08243972280923,53.743133908814606,moderate
29,53.550837961483474,2039.506509378128,5940,13.45516920073807,1994.2045867661298,45.30192261199818,1.6928505640024603,3,26,female,157.08243972280923,53.743133908814606,moderate
30,53.559915658075646,2015.8027032163936,3985,20.70478655843767,1945.9044394566943,69.89826375969938,1.6518492885281255,3,26,female,157.08243972280923,53.743133908814606,moderate
1,59.18019527809586,2190.539958540796,3671,28.06204289547845,1895.424867121749,295.11509141904685,1.5723666666666667,4,29,female,152.6637179373858,59.14186864284663,none
2,59.206070945491746,2052.4362297489547,2620,22.835481964038927,1853.193590800599,199.24263894835576,1.5373333333333332,4,29,female,152.6637179373858,59.14186864284663,none
3,59.23703036145605,2128.8699847115017,3548,26.392480047013706,1890.4824817863528,238.38750292514897,1.5682666666666667,4,29,female,152.6637179373858,59.14186864284663,none
4,59.26785540548462,2176.4153522737474,4757,25.835295113982713,1939.062513253784,237.35283901996354,1.6085666666666667,4,29,female,152.6637179373858,59.14186864284663,none
5,59.27409894249712,2020.6495317437063,5591,26.42392841303264,1972.5742967474457,48.07523499626063,1.6363666666666665,4,29,female,152.6637179373858,59.14186864284663,none
6,59.31364568065447,2283.4329357053343,5749,34.012150091025454,1978.9230518937272,304.5098838116071,1.6416333333333333,4,29,female,152.6637179373858,59.14186864284663,none
7,59.34476403055504,2095.0148947378216,2675,25.83310939637452,1855.4036005034184,239.6112942344032,1.5391666666666666,4,29,female,152.6637179373858,59.14186864284663,none
8,59.3564106346247,2069.566271100423,5773,25.49923140753712,1979.8874197640487,89.67885133637424,1.6424333333333334,4,29,female,152.6637179373858,59.14186864284663,none
9,59.365083751447266,2081.8296645699,6648,29.60061076786942,2015.0466650361761,66.78299953372402,1.6716,4,29,female,152.6637179373858,59.14186864284663,none
10,59.367396710789606,1934.5311111940496,4201,18.100201514357014,1916.7213242580092,17.809786936040382,1.5900333333333334,4,29,female,152.6637179373858,59.14186864284663,none
11,59.34919903514323,1898.2703014197782,7229,22.57603763714131,2038.392403896869,-140.12210247709072,1.6909666666666667,4,29,female,152.6637179373858,59.14186864284663,none
12,59.39064643767085,2270.74429503066,5069,34.335065178888165,1951.5992955679596,319.1449994627003,1.6189666666666667,4,29,female,152.6637179373858,59.14186864284663,none
13,59.47056402154786,2406.156349044857,1067,23.407401007497263,1790.7909531918972,615.3653958529599,1.4855666666666667,4,29,female,152.6637179373858,59.14186864284663,none
14,59.47528204888368,1977.9629713937684,4821,17.807974212084805,1941.6341609079736,36.32881048579475,1.6107,4,29,female,152.6637179373858,59.14186864284663,none
15,59.50846626730533,2150.5013470279027,3660,33.81465679094855,1894.9828651811852,255.51848184671758,1.572,4,29,female,152.6637179373858,59.14186864284663,none
16,59.57055592063357,2313.282387848746,2172,28.699408368761695,1835.1920572212698,478.0903306274763,1.5224,4,29,female,152.6637179373858,59.14186864284663,none
17,59.6235420077445,2308.0386672544764,3786,24.620727539049337,1900.0457965003714,407.99287075410507,1.5762,4,29,female,152.6637179373858,59.14186864284663,none
18,59.645790236826855,2143.363294751864,5578,31.939964424331542,1972.0519308176886,171.31136393417546,1.6359333333333332,4,29,female,152.6637179373858,59.14186864284663,none
19,59.66626277605023,2034.7806116002257,3216,19.86544492924414,1877.1420595802424,157.6385520199833,1.5572,4,29,female,152.6637179373858,59.14186864284663,none
20,59.677115836506715,1987.3914695073802,3880,23.08242812748419,1903.8229039924627,83.56856551491751,1.5793333333333333,4,29,female,152.6637179373858,59.14186864284663,none
21,59.714420499718464,2155.1461075534494,2986,16.059818107698216,1867.9002008229975,287.2459067304519,1.5495333333333332,4,29,female,152.6637179373858,59.14186864284663,none
22,59.74040202567753,2188.1422965466,5977,24.578590778038432,1988.0845466617789,200.05774988482108,1.6492333333333333,4,29,female,152.6637179373858,59.14186864284663,none
23,59.82475809959825,2617.374590574552,5473,16.670198342925644,1967.8328213850332,649.5417691895186,1.6324333333333332,4,29,female,152.6637179373858,59.14186864284663,none
24,59.85417275819333,2115.970803103571,3523,27.59468804991848,1889.4779319214347,226.49287118213647,1.5674333333333332,4,29,female,152.6637179373858,59.14186864284663,none
25,59.87041390992059,2053.5113349802077,4493,29.125323174173605,1928.4544666802503,125.05686829995739,1.5997666666666666,4,29,female,152.6637179373858,59.14186864284663,none
26,59.90906363059499,2195.6395459633936,3736,26.400133486442755,1898.0366967705356,297.602849192858,1.5745333333333333,4,29,female,152.6637179373858,59.14186864284663,none
27,59.92156548939632,1889.7876415947114,1135,29.28330912684186,1793.523328824474,96.26431277023744,1.4878333333333333,4,29,female,152.6637179373858,59.14186864284663,none
28,59.97434550223903,2340.847682764036,4642,25.01888560287629,1934.4415838751613,406.4060988888748,1.6047333333333333,4,29,female,152.6637179373858,59.14186864284663,none
29,60.04200807529236,2483.530610608853,5341,28.16281578458686,1962.5287980982666,521.0018125105862,1.6280333333333332,4,29,female,152.6637179373858,59.14186864284663,none
30,60.12186297357961,2528.590391475067,4126,16.557829076921795,1913.7076746632551,614.8827168118119,1.5875333333333332,4,29,female,152.6637179373858,59.14186864284663,none
1,66.00999165421581,2188.9996324281874,5605,20.715882967275963,2498.0863002947995,-309.08666786661206,1.6713598049454599,5,34,male,169.75488803298,66.05013277991277,light
2,65.95464648972276,2125.580840424473,6804,18.27372388830601,2551.738607020888,-426.15776659641506,1.7072562064805101,5,34,male,169.75488803298,66.05013277991277,light
3,65.8848985290068,1863.3349595609625,3748,18.639010207534838,2400.39425707383,-537.0592975128675,1.6059983503458914,5,34,male,169.75488803298,66.05013277991277,light
4,65.86353842780727,2213.7884297759333,3668,11.354060103148429,2378.26120901231,-164.47277923637648,1.591190100171914,5,34,male,169.75488803298,66.05013277991277,light
5,65.82971550952159,2225.9055372524135,6063,6.841328952946295,2486.3420080520914,-260.43647079967786,1.663502214921577,5,34,male,169.75488803298,66.05013277991277,light
6,65.79468547516295,2156.7134032055246,4827,7.516521462399604,2426.444667767025,-269.7312645615002,1.623427535770666,5,34,male,169.75488803298,66.05013277991277,light
7,65.77719147310539,2225.698211024139,3456,8.424783561466903,2360.402026867322,-134.7038158431833,1.5792413059357782,5,34,male,169.75488803298,66.05013277991277,light
8,65.77007575563954,2443.420866957196,5881,15.246299479857537,2498.2118914442094,-54.7910244870136,1.6714438324664291,5,34,male,169.75488803298,66.05013277991277,light
9,65.78074930236204,2386.93950988411,2238,10.445472336224318,2304.7532001209056,82.18630976320446,1.5420091205603739,5,34,male,169.75488803298,66.05013277991277,light
10,65.78942089117197,2489.092102164743,4150,19.401089632476328,2422.320868328222,66.77123383652133,1.620668482720794,5,34,male,169.75488803298,66.05013277991277,light
11,65.76077364387109,2233.8847323754967,4894,17.42624520367389,2454.468536592301,-220.5838042168043,1.6421770753394564,5,34,male,169.75488803298,66.05013277991277,light
12,65.7487070569783,2336.3016310484336,4435,16.46836513924656,2429.2143501228547,-92.91271907442115,1.6252806085654108,5,34,male,169.75488803298,66.05013277991277,light
13,65.71604118229942,2189.4977341634312,4538,19.149544972663158,2441.0249691908807,-251.52723502744948,1.6331825749544386,5,34,male,169.75488803298,66.05013277991277,light
14,65.66293563803187,2096.055447411443,6042,14.738484253854706,2504.968138271636,-408.9126908601929,1.6759641404230912,5,34,male,169.75488803298,66.05013277991277,light
15,65.62108366864636,2112.692700032884,4603,15.411997788810986,2434.9528643013114,-322.26016426842716,1.629119996314685,5,34,male,169.75488803298,66.05013277991277,light
16,65.61594017994128,2347.0415837295204,3935,9.380176635464133,2386.6464467587366,-39.604863029216176,1.5968002943924402,5,34,male,169.75488803298,66.05013277991277,light
17,65.56432781416937,2048.186729170273,5099,9.766897290089357,2445.601945613906,-397.4152164436332,1.6362448288168154,5,34,male,169.75488803298,66.05013277991277,light
18,65.52625384404652,2120.1942432291,4177,15.265426355680766,2413.363813175028,-293.1695699459283,1.6146757105928011,5,34,male,169.75488803298,66.05013277991277,light
19,65.52225299402055,2302.1558163164004,2758,11.369578748893158,2332.9623615163796,-30.806545199979155,1.5608826312481554,5,34,male,169.75488803298,66.05013277991277,light
20,65.4814272744648,2111.6923913368764,4851,6.878261928746642,2426.0504319161328,-314.35804057925634,1.6231637698812442,5,34,male,169.75488803298,66.05013277991277,light
21,65.45595213131362,2301.9826175260428,6063,11.577929500338849,2498.141219790141,-196.15860226409814,1.6713965491672313,5,34,male,169.75488803298,66.05013277991277,light
22,65.4113839802511,2118.31897084352,5459,8.946395798791567,2461.4937340249403,-343.1747631814201,1.6468773263313192,5,34,male,169.75488803298,66.05013277991277,light
23,65.38071868927504,2173.421991788072,4491,7.452318810285618,2409.544732303774,-236.12274051570193,1.6121205313504758,5,34,male,169.75488803298,66.05013277991277,light
